,Text,Season,Date,Sentiment Analysis
2034,Check out this week s exclusive deleted scene from  Presented by viggle yay,11,5/31/15,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}"
2035,This tabloid says Kaitlyn accidentally slept with one of the guys how do you accidentally have sex with someone ,11,5/31/15,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.5859}"
2036,2  contestants fall in love w each other Get the story,11,5/31/15,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
2037,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2038,Your complete guide to every TheBachelor amp  couple,11,5/31/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2039,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2040,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2041,Booth has been dethroned from the top spot in our Power Rankings See who s 1 here ,11,5/31/15,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}"
2042,just watching recordings of  amp shocked thought the guys were picking Britt but I m TeamKaitlyn Yay,11,5/31/15,"{'neg': 0.086, 'neu': 0.675, 'pos': 0.239, 'compound': 0.6059}"
2043,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2044,Check out this week s exclusive deleted scene from  bobby,11,5/31/15,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.128}"
2045,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2046,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2047,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2048,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2049,Check out this week s exclusive deleted scene from  Presented by,11,5/31/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2050,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2051,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2052,The Bachelorette 2015 Spoilers Sumo Wrestling Sneak Peek PHOTOS Gossip amp Gab ,11,5/31/15,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.1779}"
2053,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2054,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2055,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2056,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2057,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2058,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2059,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2060,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2061,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2062,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2063,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2064,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2065,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2066,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2067,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2068,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2069,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2070,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2071,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2072,you are absolutely precious on  Glad I finally got caught up today,11,5/31/15,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.8051}"
2073,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2074,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2075,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2076,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2077,Check out this week s exclusive deleted scene from  Presented by,11,5/31/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2078,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2079,ICMYI Chris Soules amp Whitney Bischoff have officially called it quits Hear what they had to say ,11,5/31/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2080,Check this out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.128}"
2081,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2082,Check out this week s exclusive deleted scene from  Presented by viggle,11,5/31/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2083,I have no motivation to do anything today hungover guess I ll be on the couch catching up on  on hulu,11,6/8/15,"{'neg': 0.102, 'neu': 0.787, 'pos': 0.111, 'compound': 0.0516}"
2084,Celebrities Attend The Imagine Ball at The House of Blues MaddenBrothers  KaitlynBristowe,11,6/8/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2085,I m finally catching up on the bachelorette episodes and I m cracking up It s going to be a good season ,11,6/8/15,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}"
2086,The only thing to look forward to on Sunday night is that  is on tomorrow night BachelorNation bachplease,11,6/8/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2087, is all new on Monday and Kaitlyn promises it ll be a real kno BenHiggins,11,6/8/15,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}"
2088,Tomorrow 8pm watch on as takes on the skies w her date ,11,6/8/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2089, officially starts this Monday InTheNickOfTime TeamNick,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2090,Rose238 This season sure has a lot of drama ,11,6/7/15,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}"
2091,Will Clint and JJ stride off into the sunset while Nick ambles onto the scene  OneGuyForward TwoGuysOut,11,6/7/15,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4084}"
2092,Watched  last night so we can watch the NBAFinals together tonight RelationshipGoals Balance,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2093,Yay Can t wait to see tomorrow on  i believe hes the chosen one despite rumors,11,6/7/15,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5267}"
2094,Britt Nilsson Wedding Britt And Brady Getting Married On  After The Final Rose Special,11,6/7/15,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
2095, Kaitlyn Bristowe Talks Wedding Plans Bohemian Dress Spoilers Wrong Kaitlyn Engaged,11,6/7/15,"{'neg': 0.209, 'neu': 0.608, 'pos': 0.182, 'compound': -0.1027}"
2096,How is it that ABC s  has not teamed up with ExcelGum yet The productplacement opportunities alone would be epic,11,6/7/15,"{'neg': 0.093, 'neu': 0.787, 'pos': 0.12, 'compound': 0.1531}"
2097, is more cringeworthy this season tho The pick btwn 2 wmn BS then later homophobic stereotyping promos ugh,11,6/7/15,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}"
2098,This  Sisterhood,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2099,3 If I was a contestant on  I would say a billion But since I have a brain I say 10,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2100,How Far Does Jared Haibon Make It On  With Kaitlyn Bristowe Spoilers,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2101,Looking for a soul mate Then read this funny and insightful article  TheBachelor,11,6/7/15,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.5228}"
2102,Tomorrow is StanleyCupFinal Game 3 but also  I hope forgives me but I have to be with my boys tomorrow,11,6/7/15,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.8126}"
2103,Definitely feel like this is going to be one of the best series of ,11,6/7/15,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.8555}"
2104,Can t wait TeamNick InTheNickOfTime ,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2105,Cannot wait So excited Nick is back Feels like  is just starting,11,6/7/15,"{'neg': 0.153, 'neu': 0.678, 'pos': 0.169, 'compound': 0.0637}"
2106,back on  I can t be the only one stoked for this,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2107,I ve had enough of  bring on BachelorInParadise already Yes,11,6/7/15,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
2108,How to Lose Weight Fast amp Easy Way  Secim2015 FRABEL HolaMangel,11,6/7/15,"{'neg': 0.185, 'neu': 0.616, 'pos': 0.199, 'compound': 0.0516}"
2109,How to Lose Weight Fast amp Easy Way  Secim2015 FRABEL,11,6/7/15,"{'neg': 0.199, 'neu': 0.588, 'pos': 0.213, 'compound': 0.0516}"
2110,How to Lose Weight Fast amp Easy Way ZyedEtBouna  Secim2015,11,6/7/15,"{'neg': 0.199, 'neu': 0.588, 'pos': 0.213, 'compound': 0.0516}"
2111,Looking for return to  tomorrow All I need is an airline ticket and a bag of Cheetos LoveMondayNights,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2112,yeah mom already read the books but who knows what happens on thebachelorette,11,6/7/15,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.1531}"
2113,KaitlynBristowe defends bringing NickViall back onto  and explains her decision,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2114,brings to give the guys a rap lesson on tomorrow s  Who can rhyme,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2115,Watch this awesome video kenzaMorsli FRABEL elianaaovivo HolaMangel tbt PLL ,11,6/7/15,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}"
2116,Survivor S30 GoT S5 to ep 8  3 months of Sports Every RHAP episode I missed RogerThat,11,6/7/15,"{'neg': 0.132, 'neu': 0.719, 'pos': 0.15, 'compound': 0.0772}"
2117,I think  isn t the most ridiculous show on TV LoveIsland is winning It s more like yourtheone on MTV,11,6/7/15,"{'neg': 0.122, 'neu': 0.609, 'pos': 0.269, 'compound': 0.5267}"
2118,I ve never been in love I m a love virgin ,11,6/7/15,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.7741}"
2119,Dropped phone twice on the lirr because I fell asleep LOL needcoffee naow ,11,6/7/15,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.5473}"
2120,Ohhhhhh the drama the tears the emotion  lol guiltypleasures whyareyousoobsessedwithme,11,6/7/15,"{'neg': 0.15, 'neu': 0.63, 'pos': 0.22, 'compound': 0.2263}"
2121,Ben Z  BenHiggins,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2122,Looking forward to tomorrow night s episode of  Special thanks to for,11,6/7/15,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.6808}"
2123,Is it Mon night yet  BachelorNation villiansgonnavil justsaynotonick,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2124,JJ is a jerk gohome ,11,6/7/15,"{'neg': 0.336, 'neu': 0.28, 'pos': 0.383, 'compound': 0.0857}"
2125,Get ready for tomorrow night s  by checking out the social media roundup on last week,11,6/7/15,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
2126,If kaitlyn doesn t want chris I ll take him ,11,6/7/15,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}"
2127,Look at these two  BenHiggins,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2128,10 Ways to Fix The Bachelor Bachelorette franchise ,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2129,Kaitlyn s true goal in this show is to see which guys can best bounce back from multiple concussions ,11,6/7/15,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}"
2130,Catching up on  I ll let you know how it s going don t worry,11,6/7/15,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}"
2131,BROADCAST RANKINGS 5 31 6 6 NBAFinals TheWhispers AGT Bones Hannibal ,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2132,The best thing about Sundays is that thebachelorette Mondays are the next day,11,6/7/15,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}"
2133,Catching up on  6 days late BackToReality,11,6/7/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2134,Tomorrow is  I know it s weird that I m already thinking about it,11,6/7/15,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}"
2135,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2136,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2137,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2138,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2139, Kaitlyn Bristowe posted a Snapchat photo of her and contestant Shawn B in bed Is he the winner PLEASE BE TRUE,11,6/15/15,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.8851}"
2140,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2141,Check out this week s deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2142,Miranda Or if they HAVE to do one then AT LEAST have the continuation on TUESDAY night so we don t have to WAIT LOL ,11,6/15/15,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.5473}"
2143,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2144,Miranda Hoping she sleeps tonight amp more importantly that she sleeps tomorrow night so I can watch and tweet ,11,6/15/15,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.659}"
2145,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2146,,11,6/15/15,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
2147,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2148,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2149,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2150,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2151,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2152,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2153,at least she gets to leave in a limo ,11,6/15/15,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.0516}"
2154,you re not sorry ,11,6/15/15,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.0572}"
2155,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2156,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2157,cupcake for the win in real life and thebachelorette,11,6/15/15,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.5859}"
2158,Nick go away  catchingup,11,6/15/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2159,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2160,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2161,Start spreading the news  in NYC BenHiggins,11,6/15/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2162,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2163,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2164,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2165,officially think it was just set up for ratings She picks no one n then spoils everything now w a snapchat of her n shawn ,11,6/15/15,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.296}"
2166,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2167,check snapchat recently ,11,6/15/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2168,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2169,Trying to get my family to leave by 6 tomorrow morning so I m home by 8 to watch ,11,6/15/15,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.0516}"
2170,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/15/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2171,Chegck out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2172,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2173,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2174,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2175,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2176,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2177,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2178,Catching up on  and the guy Jared does look like Billy Nard Derek,11,6/14/15,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}"
2179,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2180,NBAFinals and MITB tonight owes me an episode of ,11,6/14/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2181,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2182,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2183,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2184,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2185,Not liking  starting each show with the rose ceremony I understand they want cliff hangers but no thanks handemoutnow,11,6/14/15,"{'neg': 0.189, 'neu': 0.598, 'pos': 0.213, 'compound': 0.1459}"
2186,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2187,Going to see the NYE ball is pretty amazing Probably the coolest place the show has gotten as part of a date ,11,6/14/15,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7906}"
2188,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2189,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2190,Ok I just do not get why I would want competition for a man s attention loveisnotagame strangedating thebachelorette,11,6/14/15,"{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.3612}"
2191,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2192,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2193,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2194,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2195,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2196,Check out this week s deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2197,Ian can sing but Cupcake is killing me ,11,6/14/15,"{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.7964}"
2198,Check out this week s exclusive deleted scene from  Presented by,11,6/14/15,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}"
2199,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2200,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2201,Do the all these guys share one wardrobe One night they all have black tees on and this date they all have henleys Cute ,11,6/14/15,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6369}"
2202,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
2203,JJ Lane Heads To BachelorInParadise Will Clint Arlis Make A Surprise Appearance Spoilers ,11,6/14/15,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.5904}"
2204,Check out this week s exclusive deleted scene from  Presented by viggle,11,6/14/15,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.128}"
