,Text,Season,Date,Sentiment Analysis
4547,Tomorrow night Fantasy Suites  fantasywindmill,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4548,I m really gonna have to start over on twitter and that makes me so sad All of my  live tweet frie,15,7/14/19,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.6113}"
4549,I m that way with  theit coming on tomorrow night amp FINALLY Luke P is going home lol,15,7/14/19,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}"
4550,i leave tomorrow and wont be able to watch  y all think they air it in peru,15,7/14/19,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.0516}"
4551,If I m meeting a boyfriend s friends and this starts to happen I m just going to panic moonwalk out of there,15,7/14/19,"{'neg': 0.154, 'neu': 0.701, 'pos': 0.145, 'compound': -0.0516}"
4552,Did Hannah B Have sex with Nick Viall before her season hannahb  windmill BachelorNation,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4553,From now on I m booking all of my flights with Delta in hopes that Pilot Pete will be the captain ,15,7/14/19,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
4554,Me What time should we all chat tomorrow Matthew maybe right before the bachelorette Jackie you guys can t talk,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4555,adj I posted something similar earlier but with PGA Although men are angry over guy things j,15,7/14/19,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.6652}"
4556,that you may be children of your Father in heaven He causes his sun to rise on the evil and th,15,7/14/19,"{'neg': 0.165, 'neu': 0.712, 'pos': 0.124, 'compound': -0.2732}"
4557,Sunday Funday honkytonkpartyexpress dowhatyouloveanddoithard downtownnashville thebachelorette RedneckRivie,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4558,shelbaaaay We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season St,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4559,Hannah telling Luke he doesn t own her is this seasons febce jump thebachelorette,15,7/14/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4560,friends wave waves bestie bff spring summer SUMMER2k19 summer2019 colorful swim swimming diving dive,15,7/14/19,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}"
4561,I m watching last week s episode of  Hannah told Jed she had a great date planned for them in Gree,15,7/22/19,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}"
4562,WHOSE READY FOR IT TO GO DOWN TOMORROW NIGHHHTTTTTT YAY YAY YAY I can t tell you how ready I am for this thebachelorette MenTellAll,15,7/22/19,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9592}"
4563,good to know my videos are educational hahahaha thebachelorette,15,7/22/19,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
4564,When Luke didn t want to get in the car I wanted so badly for Hannah to just yell Git Go on git,15,7/22/19,"{'neg': 0.164, 'neu': 0.782, 'pos': 0.054, 'compound': -0.5706}"
4565,lea17 We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season Sta,15,7/22/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4566,Mike and his smile tho MikeforBachelor ,15,7/22/19,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
4567, Hannah says her heart was broken My heart gets broken a lot for a lot of different reasons this,15,7/22/19,"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.7351}"
4568,I cant tell you how excited i am for thebachelorette tomorrow night,15,7/22/19,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}"
4569,We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season,15,7/22/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4570,We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season,15,7/22/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4571,Are we sure Larissa s man know he s on 90DayFiance and not ,15,7/22/19,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}"
4572,This is Jed finding out he wasn t the one in the windmill after all  Bachelorette BachelorNation,15,7/22/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4573,What Jed said I can t wait to have real intimate conversations with Hannah What Jed meant I m going to show h,15,7/22/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4574,ICYMI Two of three  finalists betrayed GFs just days before joining the dating show,15,7/22/19,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.6124}"
4575,Hannah literally has two of the best men in the entire world would have had 4 if she kept Connor and Mike ,15,7/22/19,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}"
4576,Jed Makes valid points to Hannah about Luke and how he s concerned she might have a hard time letting go of harmf,15,7/22/19,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.1027}"
4577,Blechhhhh what a waste of a season ,15,7/22/19,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.4215}"
4578,Omg Luke get up she ain t the one ,15,7/21/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4579,Once again a whole week later on  but seriously if she doesn t pick peter I will cry HE WAS THE WINDMILL,15,7/21/19,"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.7351}"
4580,Idk who this gal is but she went straight for kill shot She asked if Hannah has made decision RIGHT IN FRONT of Je,15,7/21/19,"{'neg': 0.249, 'neu': 0.675, 'pos': 0.076, 'compound': -0.7506}"
4581,You re not strapped to a man buuuttttt aren t you strapped aka devoted following Jesus Do you,15,7/21/19,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}"
4582,Boooooooo ,15,7/21/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4583,Even though we are sinful ourselves and have our own share of issues should we still correct others when they mess,15,7/21/19,"{'neg': 0.232, 'neu': 0.684, 'pos': 0.084, 'compound': -0.5994}"
4584,Bloom Therapy 1 Goodnotes File Digital Planner Sticker Book 83 Photography Stickers PNG Files Bullet Journal,15,7/21/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4585,Friends Goodnotes File Digital Planner Sticker Book 270 Productivity Stickers PNG Files Bullet Journal BuJo,15,7/21/19,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}"
4586,Finally watching this train wreck of a hometown date episode  dear sweet is ma,15,7/21/19,"{'neg': 0.157, 'neu': 0.541, 'pos': 0.303, 'compound': 0.4019}"
4587,bachelormemes bachelornation bachelorette thebachelorette bachelor thebachelor,15,7/21/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4588,Yes yes yes bachelormemes bachelornation bachelorette thebachelorette bachelor,15,7/21/19,"{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.7964}"
4589,We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season Sta,15,7/21/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4590,I found some men s jeans on Amazon called Skinny Super Spray on Ankle Tight Slim Fit Streetwear Hip Hop Stretch Je,15,7/21/19,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.7964}"
4591,Very wise advice from someone with experience on none other than the smartest reality dating show,15,7/29/19,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.8122}"
4592,Luke P needs real mental help Not even a joke amp I feel the show s producers should recognize a person who has a,15,7/29/19,"{'neg': 0.092, 'neu': 0.777, 'pos': 0.131, 'compound': 0.2052}"
4593,m29 We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season Stay,15,7/29/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4594,Ladies and gentlemen I present the RIGA DANCE ,15,7/29/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4595,Hearing call Luke P A human yeast infection is accurate hilarious and something I never expected ,15,7/29/19,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
4596,adaway guess I m stopping at McDonald s ,15,7/29/19,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.1531}"
4597,Do I have two final projects for grad school due in a few hours Yes Do I despise running Yes Did I abandon all su,15,7/29/19,"{'neg': 0.191, 'neu': 0.614, 'pos': 0.195, 'compound': 0.0258}"
4598,Luke P is an emotional rapist ,15,7/29/19,"{'neg': 0.516, 'neu': 0.316, 'pos': 0.168, 'compound': -0.6486}"
4599,We knew you were here for the right reasons Here s a look at the fierce men of Hannah s season S,15,7/29/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4600,What do you think of Luke P from Is he a Narcissist Sociopath Something else replytweet,15,7/29/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4601,Why didn t Tyler ask her father for her hand in marriage ,15,7/30/19,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}"
4602,Dad from the kitchen so it s between Tyler or Jen Me yeah you can call him that ,15,7/30/19,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.296}"
4603,TYLER C MEETING HANNAH S PARENTS WAS ABSOLUTELY PERF AND HE IS STILL PERF JUST DON T SHOW UP JED ,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4604,I don t know what s better this finale or twitters version of it ,15,7/30/19,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
4605,thebachelorette Peter preparing his parents for the windmill His parents,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4606,Whenever it s Jed s turn with Hannah ,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4607,You know you ve corrupted your bf when Finale ,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4608,I would just like to thank and for getting me thru this summer semester of PA schoo,15,7/30/19,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6124}"
4609,hannah s dad looks like if billy ray cyrus didn t become famous ,15,7/30/19,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
4610,All of Hannah s family just fell in love with Tyler ,15,7/30/19,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
4611,We are truly at a Chanel vs Walmart scenario here ,15,7/30/19,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
4612,Finally shes headed in right direction damn how could you not the man is Perfect so sweet and si,15,7/30/19,"{'neg': 0.103, 'neu': 0.609, 'pos': 0.288, 'compound': 0.7065}"
4613,Tyler could literally lie to my face and I d probably believe him ,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4614,Hannah it was actually 4 times in the windmill Luke P  Finale,15,7/30/19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4615,Ugh wtf ,15,7/30/19,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.765}"
4616,LOL accidentally tweeted about  from my professional account But still wtf love u,15,7/30/19,"{'neg': 0.3, 'neu': 0.348, 'pos': 0.351, 'compound': 0.2884}"
4617,Chris Harrison Will Jed win over Hannah s family like Tyler did Audience in the back ,15,7/30/19,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.743}"
4618,BEYOND excited for this ,16,10/13/20,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}"
4619,We ve partnered again with the amazing host of the I Hate Green Beans Podcast for the bracket for this s,16,10/13/20,"{'neg': 0.151, 'neu': 0.694, 'pos': 0.155, 'compound': 0.0258}"
4620,thoughts on tomorrow s premiere of ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4621,The wait is killing me to watch my favourite former Bachelorette on TeamWillYouAcceptThisDance,16,10/13/20,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.6597}"
4622,So by the way I did a thing P S I m from ALLEN TX Don t play me lol Tap in Tuesday to follow my journey,16,10/13/20,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8143}"
4623,My brain is really struggling with the fact that  starts back up this week but NOT on Monday,16,10/13/20,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2609}"
4624,Zach J He has villain written all over his face ,16,10/13/20,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}"
4625,Lol ,16,10/13/20,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}"
4626,Wait Lmaoo I just told someone at work I m available until 9pm tomorrow night I forgot  starts at,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4627,In honour of tomorrow s premier s for our fave former Bachelorette amp CFL sister as we cheer on,16,10/13/20,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.872}"
4628,Zac C As an addiction specialist in New Jersey I m sure he stays very busy ,16,10/13/20,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}"
4629,Covid numbers are rising and my election anxiety is at an all time high BUT  is BACK tomorrow and i,16,10/13/20,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.09}"
4630, Bachelorette Spoilers Who did star Clare Crawley pick amp end up with Are they st,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4631, Bachelorette Spoilers What happens on star Clare Crawley s season Who did Clare,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4632,Yosef He s FOR SURE a Russian spy ,16,10/13/20,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.4648}"
4633,Tyler S He has very pointy feature and I don t know how I feel about actually I do and it s not great,16,10/13/20,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.5096}"
4634,The vibe tonight is a relaxing bath followed by enough weed to knock me out in 3 hours so I wake up on time for,16,10/13/20,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4939}"
4635,How could you not give this man a rose ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4636,There s still time Join my Bach Bracket now by clicking here ,16,10/13/20,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
4637,Tyler C There is only room for one Tyler C in our hearts and this ain t him ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4638,The fact that this time tomorrow I ll be on my couch watching the bachelorette makes me beyond happy ,16,10/13/20,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5719}"
4639, Bachelorette Spoilers Who did star Clare Crawley pick amp end up with Are they st,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4640,Robby Never trust a man from Tampa ,16,10/13/20,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4023}"
4641,Riley I m really hoping for a thick Long Island accent from him ,16,10/13/20,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4754}"
4642,Page Wins second place for worst name this season behind Eazy of course ,16,10/13/20,"{'neg': 0.218, 'neu': 0.585, 'pos': 0.197, 'compound': -0.1027}"
4643,One more day y all one more day ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4644, Bachelorette Spoilers Who did star Clare Crawley pick amp end up with Are they st,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4645, finally starts tomorrow night Not only does Clare have two men named Blake she has two men nam,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4646,I have a  pool going and there s less than 24 hours to join Let me know if you want in,16,10/13/20,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.3612}"
4647,Mike He looks a bit like a Great Value Paul Rudd ,16,10/13/20,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.8402}"
4648, Bachelorette Spoilers Who did star Crawley pick amp end up with Are they s,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4649, Bachelorette Spoilers What happens on star Clare Crawley s season Who did Clare,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4650, star Clare Crawley I followed my gut on Season 16 amp it didn t lead me astray,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4651, star Clare Crawley on Season 16 So much happens that people don t even know abou,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4652,Football seeping into every night of the week is working quite well for my watching trash TV undisturbed and unjudg,16,10/13/20,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.3384}"
4653,Twas the night before  and the hours wind down until Clare appears in an evening gown,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4654, producers reportedly planned for Clare Crawley to leave amp Tayshia Adams to take o,16,10/13/20,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}"
4655,We get DWTS and the Bachelorette this week Man I m thriving DWTS ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4656,Again have y all seen Dale Moss I ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4657,They already spoiling it here but can t wait ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4658,the last time we saw the bachelor was right before everything shut down and we re getting the bachelorette tomorrow,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4659,I m so excited for  tomorrow although I only care about seeing Tayshia,16,10/13/20,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7089}"
4660,Most Dramatic Season EVER  starts TOMORROW DWTS 80sNight,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4661,Kenny Rejected from a boy band so now he manages one ,16,10/13/20,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}"
4662,Jordan Is he trying to wink Is he trying to smile Is he trying to pass a kidney stone I guess we ll never know,16,10/13/20,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}"
4663,My both worlds have collided and are talking about I couldn t be happier,16,10/13/20,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}"
4664,Jordan Those glasses aren t working for you honey ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4665,I have a family obligation tomorrow so I am not going to be able to live tweet ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4666,Joe I would not trust any anesthesia he d be giving ,16,10/13/20,"{'neg': 0.223, 'neu': 0.578, 'pos': 0.198, 'compound': -0.0777}"
4667,24 hours till  begins,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4668,Jeremy He s a banker in DC which for sure means he s committed at least 10 white collar crimes ,16,10/13/20,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5267}"
4669,The contestants of this season of  are trash I don t see anyone that compares to,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4670,Jay How did this 12 year old get in the show ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4671,24 hours folks ,16,10/13/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4672, Bachelorette Spoilers Who did star Clare Crawley pick as her winner amp end up wit,16,10/20/20,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5859}"
4673, Bachelorette Spoilers What happened on star Crawley s 2020 season Who is,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4674, or BelowDeckMedReunion tonight I m thinking Clare drama will be much more entertaining that w,16,10/20/20,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4927}"
4675,Totally not adjusting to  not airing on Monday nights I get all excited and them massive disappoin,16,10/20/20,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}"
4676, Bachelorette Spoilers Who did star Clare Crawley pick as her winner amp end up wit,16,10/20/20,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5859}"
4677, being on on Tuesday s instead of Monday s is completely messing with me,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4678,Woah I didn t see that one coming said no one ever ,16,10/20/20,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
4679,Is  going to be preempted for Election Day I d imagine so right,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4680,Need a refresher before tomorrow s episode of  Check out our latest recap featuring some fatherly,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4681,I am not here for  being on Tuesday s now It was the perfect end to a chaotic Monday,16,10/20/20,"{'neg': 0.153, 'neu': 0.67, 'pos': 0.177, 'compound': 0.128}"
4682,For moral reasons I am always team blue ,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4683, Bachelorette Spoilers Who did star Clare Crawley pick as her winner amp end up wit,16,10/20/20,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5859}"
4684, Bachelorette Spoilers What happened on star Crawley s 2020 season Who is,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4685,Text Kaitlyn to 21523 DWTS TeamWillYouAcceptThisDance ,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4686,boom you didn t know that h could get a 45 minute workout in today did you get after it with Balocka,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4687, alum is a mom again Over the weekend She broke the news that she gave birth to a b,16,10/20/20,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}"
4688,As if the world wasn t chaotic enough  decides to start airing on Tuesday s instead of Monday s,16,10/20/20,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4939}"
4689,This video is literally hilarious apologies to everyone who fell in love with Brandon s cast photo because he s eit,16,10/20/20,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7845}"
4690, star Crawley spotted wearing apparent diamond engagement ring,16,10/20/20,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}"
4691,You shine Watch tomorrow on M Possible that the subjet of,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4692,Ready for back to back nights of Kegggs with Kavvvanuaghhhhh We have DWTS tonight and  tomorrow,16,10/20/20,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}"
4693,I thought Clare s season got canceled so I m quite confused by this ,16,10/20/20,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4351}"
4694,TheBachelor fan fave answers all our questions including if she d ever be ,16,10/20/20,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}"
4695,I think vampire Yosef is the one that calls out I expected more from the oldest Bachelorette Calling it now ,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4696, Bachelorette Spoilers Who did star Clare Crawley pick as her winner amp end up wit,16,10/20/20,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5859}"
4697,Please make Mondays great again ,16,10/20/20,"{'neg': 0.0, 'neu': 0.319, 'pos': 0.681, 'compound': 0.7506}"
4698,Bach tomorrooowww ,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4699, Premiere is really leaving a bad taste in my mouth,16,10/20/20,"{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.5829}"
4700,Will you accept this Rose schittscreek alexisrose alittlebitalexis ,16,10/20/20,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}"
4701,Oh Blake ,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4702,Clare Crawley Shows Off Commitment Ring Tv Shows Ace  2020 ClareCrawley,16,10/20/20,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
4703,Fans SLAM The Bachelorette For Naked Dodgeball Tv Shows Ace ,16,10/20/20,"{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.516}"
4704,Anyone else up here turning to ABC 10 minutes to 8 thinking  bout to come on only to have hopes da,16,10/20/20,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}"
4705,Gem Shaker Hoop Earrings in garnet spotted on Clare  is this the most dramatic season ever,16,10/20/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4706,Never did I ever expect to check this one off of my 2020 Bingo card I just started watching ,16,10/19/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4707,Thanks for making 2020 even worse and Monday s more dreadful by taking away on Mondays ,16,10/19/20,"{'neg': 0.297, 'neu': 0.566, 'pos': 0.137, 'compound': -0.5256}"
4708,Lots of former Pro NFL players this season ,16,10/19/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
4709,Great q This doesn t make sense amp usually naked in front of  is only relevant for fantasy suit,16,10/19/20,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.6249}"
4710,Well now I know how  and TheBachelor feel when they say I love more than one and I can t decide,16,10/19/20,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.743}"
4711,This is supposed to be the time of the night on Monday s where we pour red wine and get ready to yell at the tv Bu,16,10/19/20,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}"
4712,Hmm so  is staying on Tuesday nights That s a choice,16,10/19/20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
